id,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,distance_calculations,is_core,cluster_id
15774,4,7,5,5,5,6,9,2,6,10,9,6,5,10,3,7,18055,0,1
15775,5,9,7,8,6,7,8,3,6,6,7,9,3,8,8,8,15539,1,1
15776,5,8,7,6,8,7,6,3,4,6,6,8,8,6,7,7,17440,0,1
15777,2,6,3,4,2,7,12,2,7,7,11,8,1,11,1,8,14490,1,1
15778,4,4,5,6,2,7,3,14,6,7,13,8,3,9,0,8,13623,0,18
15779,1,3,3,1,1,6,7,2,6,11,6,9,2,8,3,9,10114,0,1
15780,6,10,6,5,3,12,3,3,7,11,2,8,2,9,5,13,14578,0,1
15781,6,11,6,6,4,6,10,3,4,11,6,4,4,10,8,6,16693,0,1
15782,6,10,9,8,7,5,8,4,1,7,9,8,7,11,0,8,14888,0,1
15783,6,8,7,10,7,8,9,4,5,7,7,8,3,7,9,7,14822,1,1
15784,8,10,8,5,5,8,7,4,6,11,2,8,6,5,4,8,17761,0,1
15785,5,9,8,7,7,6,7,3,6,8,8,11,6,6,8,6,16741,0,1
15786,4,11,5,8,3,8,9,0,7,14,5,6,1,9,1,8,14131,0,6
15787,4,6,4,4,2,5,8,9,8,8,7,5,3,8,4,8,14836,0,1
15788,2,1,3,3,3,7,7,5,5,7,6,8,3,8,2,8,5520,0,1
15789,2,8,3,6,1,11,3,10,3,12,8,13,1,6,0,8,15178,0,13
15790,8,14,6,8,4,7,8,4,4,9,8,5,4,10,4,4,16771,0,1
15791,1,4,2,3,1,7,7,0,6,13,6,8,0,8,0,8,8432,1,6
15792,4,11,5,8,5,7,7,6,8,5,6,11,1,11,10,9,13674,0,1
15793,3,6,4,4,2,3,11,2,7,11,10,6,1,11,2,5,14077,1,1
15794,5,5,6,4,4,8,6,6,5,6,7,7,10,6,4,6,17293,0,1
15795,2,8,2,6,2,7,7,0,7,7,6,8,0,8,3,8,8857,1,20
15796,2,3,3,1,1,8,7,2,8,10,5,7,2,8,3,8,9320,0,1
15797,1,1,2,1,1,8,7,6,3,6,6,8,2,8,3,8,2931,1,1
15798,4,6,6,6,6,7,7,5,4,7,7,8,7,10,6,8,15809,1,1
15799,1,0,1,0,0,3,11,4,3,11,9,7,0,8,2,8,15170,0,1
15800,7,9,7,5,4,9,4,3,8,12,5,10,3,8,6,8,15964,0,1
15801,3,7,5,5,4,8,6,5,4,6,8,7,2,8,8,4,15944,0,1
15802,8,10,6,14,5,6,11,3,3,12,7,6,3,9,13,5,15146,0,1
15803,4,7,4,5,3,7,7,12,1,7,9,8,8,6,0,8,14291,1,9
15804,5,7,7,5,6,8,6,6,6,9,7,7,3,8,7,9,16776,0,1
15805,6,10,6,5,4,9,6,3,7,10,4,7,5,7,8,7,17490,0,1
15806,4,7,5,5,5,7,8,6,6,8,7,5,3,8,3,7,13008,1,1
15807,4,9,7,6,4,8,3,1,2,5,2,8,3,5,3,7,8725,0,4
15808,6,8,8,7,8,9,8,5,6,7,6,7,6,10,12,12,9613,0,1
15809,5,7,5,5,3,6,11,2,7,11,9,5,1,11,2,4,14687,1,1
15810,5,11,7,8,4,8,3,2,3,7,1,8,2,7,3,7,15094,1,4
15811,2,3,3,2,2,7,7,6,4,9,6,8,2,8,2,8,5538,1,1
15812,2,3,4,2,2,7,10,3,4,12,4,3,1,10,2,8,9523,1,1
15813,2,3,3,2,2,10,6,2,6,10,4,7,2,8,4,10,10780,0,1
15814,9,13,9,7,6,10,6,4,5,10,2,7,6,7,6,9,10686,1,1
15815,4,9,4,4,2,4,11,2,6,12,8,5,2,8,4,3,18082,0,1
15816,3,7,5,5,3,7,8,2,9,11,6,9,1,9,6,8,14511,1,1
15817,3,5,4,3,2,5,10,3,6,10,9,6,1,10,3,6,12220,1,1
15818,4,7,5,5,5,8,6,6,4,7,7,8,8,5,2,7,15991,1,1
15819,7,11,8,8,7,8,7,8,5,9,5,7,5,8,5,10,12286,0,1
15820,8,15,8,8,5,11,4,5,7,12,3,10,3,7,8,12,4456,0,1
15821,3,11,4,8,3,8,6,0,7,13,6,9,0,7,2,8,14159,0,6
15822,5,11,6,8,5,5,6,0,9,4,3,8,3,7,2,5,18639,0,3
15823,2,4,3,2,2,7,8,5,4,7,6,6,4,8,1,6,4331,0,1
15824,5,10,7,8,4,7,3,2,9,7,1,9,1,6,3,7,15836,1,3
15825,3,8,5,6,4,7,8,5,6,8,7,4,2,10,4,7,15471,0,1
15826,3,4,4,3,2,7,7,3,9,6,6,9,2,8,6,8,9659,1,1
15827,2,7,3,5,2,7,4,2,0,7,2,8,1,6,1,8,3277,0,4
15828,4,9,5,7,2,8,11,0,4,6,11,8,0,10,0,8,15957,0,1
15829,5,7,7,6,5,6,6,6,7,9,6,8,3,6,5,6,16745,0,1
15830,3,5,5,7,1,9,10,3,2,6,13,8,2,11,0,8,15413,0,1
15831,2,3,3,2,1,6,7,5,4,9,7,10,2,9,4,10,9934,0,1
15832,3,3,5,2,3,9,6,3,4,9,5,7,6,5,1,8,10389,0,1
15833,1,1,2,1,1,8,7,7,4,7,6,8,2,8,3,8,4140,1,1
15834,2,5,4,3,2,7,3,1,7,8,2,10,0,7,2,8,4285,1,3
15835,3,5,4,4,4,6,8,4,7,7,7,9,3,10,6,7,16070,0,1
15836,4,7,6,5,3,8,10,3,6,13,4,2,1,10,3,9,16285,0,1
15837,4,10,7,8,5,12,6,2,7,10,1,6,2,7,3,10,16563,0,1
15838,4,8,4,6,4,6,8,9,4,7,5,8,2,7,5,11,15854,1,1
15839,5,9,6,11,6,8,6,7,4,9,7,10,3,8,6,8,12919,1,1
15840,4,10,5,7,4,6,8,6,10,7,7,10,1,9,8,8,13825,0,1
15841,2,1,3,2,2,8,7,5,6,7,6,5,2,8,6,9,7255,0,1
15842,5,10,8,7,6,6,8,3,8,11,8,9,3,8,5,6,12781,1,1
15843,4,9,5,7,4,4,11,4,6,11,10,6,2,10,3,5,14159,1,1
15844,4,7,5,5,2,4,9,6,8,13,11,10,1,9,2,6,13748,0,1
15845,4,7,6,5,3,8,7,2,9,11,5,8,2,8,5,10,14490,1,1
15846,5,6,5,8,2,1,14,5,3,12,9,5,0,8,3,6,17243,0,10
15847,7,10,9,8,7,7,7,5,6,7,6,7,7,8,3,8,14223,1,1
15848,4,6,6,4,3,7,7,1,8,10,7,9,2,8,3,7,12251,1,1
15849,2,3,4,2,1,5,11,3,5,13,7,4,1,9,1,7,10971,1,1
15850,4,5,7,7,2,7,6,3,0,7,0,8,3,7,1,8,10293,0,4
15851,4,7,6,5,2,8,3,3,3,9,1,8,2,7,3,7,8361,0,4
15852,2,4,3,3,2,5,10,4,5,10,9,5,1,10,3,6,8993,1,1
15853,4,9,6,8,7,8,5,2,3,8,4,8,5,6,7,11,18652,0,1
15854,7,12,6,6,3,5,11,2,6,11,8,6,2,9,5,3,16461,1,1
15855,4,7,5,5,3,7,4,2,8,7,2,8,1,6,3,8,8009,1,3
15856,1,1,2,2,1,6,8,6,7,8,8,12,1,9,4,10,15444,0,1
15857,4,10,6,8,3,5,4,1,9,7,2,11,0,7,3,7,15709,1,3
15858,3,6,4,4,2,7,7,7,5,10,6,9,3,8,3,8,12334,1,1
15859,7,10,9,8,8,9,8,5,4,7,5,7,4,8,9,4,15772,1,1
15860,6,9,9,7,4,3,8,4,8,12,12,12,3,8,4,5,10390,0,1
15861,4,9,6,6,6,7,7,6,3,7,6,9,5,7,7,7,16497,1,1
15862,8,12,8,7,5,8,6,2,9,12,6,9,3,7,7,7,10686,1,1
15863,4,10,6,8,6,6,8,6,9,6,4,10,2,8,6,9,15518,0,1
15864,5,11,5,6,4,9,4,5,3,10,6,12,7,4,6,10,18102,0,1
15865,4,10,6,8,4,6,11,2,3,7,11,9,2,10,1,9,13068,1,1
15866,6,9,8,6,5,6,11,3,5,13,7,4,2,10,2,7,14162,1,1
15867,5,7,6,5,7,8,7,5,1,7,6,8,8,8,5,10,17171,1,1
15868,3,7,4,5,2,9,6,0,7,13,5,8,0,8,1,8,14344,1,6
15869,6,10,7,8,4,7,7,13,2,7,9,8,9,6,0,8,9735,1,9
15870,4,6,6,4,3,7,10,5,3,11,4,3,1,10,3,9,15474,0,1
15871,3,8,5,6,8,7,5,6,2,7,6,8,8,12,3,10,18330,0,1
15872,1,0,2,1,1,7,7,7,4,7,6,7,1,8,6,8,5798,1,1
15873,3,8,4,6,2,7,7,4,14,9,6,8,0,8,8,8,9152,1,19
15874,4,7,6,5,3,8,10,1,6,4,11,9,2,11,2,8,16656,0,1
15875,6,9,8,7,6,8,8,4,1,7,9,8,8,10,0,8,14376,1,1
15876,4,8,5,6,5,7,9,6,3,8,6,8,3,10,7,11,15890,0,1
15877,4,10,6,7,4,9,11,2,8,5,12,8,1,11,1,9,10194,1,1
15878,3,5,4,8,3,12,4,3,5,10,2,7,2,7,5,12,19137,0,1
15879,4,9,3,5,3,6,8,6,4,9,7,9,5,9,4,8,17620,0,1
15880,6,9,8,7,9,7,5,5,3,8,7,9,8,9,6,9,13438,1,1
15881,3,5,4,3,2,5,8,5,7,10,9,9,3,9,2,6,11223,1,1
15882,4,8,4,6,2,8,5,13,5,6,14,8,3,9,0,8,8946,1,18
15883,3,7,5,5,1,7,8,4,2,7,14,8,3,10,0,8,13742,1,1
15884,4,2,5,4,4,8,6,6,4,7,7,8,8,6,3,6,11023,1,1
15885,2,8,3,6,2,14,4,4,4,12,2,9,0,7,0,8,17409,1,13
15886,4,10,5,7,2,7,7,5,4,7,6,8,3,8,4,8,10886,1,1
15887,1,4,3,3,1,9,5,3,6,14,5,10,0,7,0,8,13564,1,6
15888,8,12,6,9,4,10,6,2,5,12,5,7,2,10,6,12,10958,0,1
15889,4,6,4,4,2,3,9,5,8,10,10,12,1,8,3,7,16133,0,1
15890,3,8,4,6,2,7,6,7,8,6,6,8,1,8,6,11,16493,0,1
15891,5,11,6,8,4,5,7,6,9,8,4,11,1,10,5,10,14379,0,1
15892,5,6,5,4,3,6,11,3,6,11,9,5,2,12,2,4,15101,0,1
15893,4,10,5,7,3,5,14,1,5,9,10,7,0,8,0,8,15592,0,7
15894,1,0,1,0,0,7,7,3,5,5,6,8,0,8,7,8,6988,0,1
15895,5,7,6,10,11,8,6,6,1,7,6,7,9,8,6,8,17125,0,1
15896,1,3,2,1,1,6,7,5,4,9,7,10,2,8,4,9,10252,0,1
15897,2,6,3,4,2,7,7,3,12,8,6,8,0,8,7,8,15707,0,19
15898,8,14,8,8,4,8,6,4,4,13,7,8,3,10,4,8,11285,0,1
15899,5,11,6,6,3,4,9,3,7,11,10,9,4,10,3,5,15044,0,1
15900,1,1,2,2,1,8,7,3,8,6,6,8,2,8,6,8,7400,1,1
15901,5,7,7,5,3,5,12,2,6,13,7,4,1,10,2,7,15830,0,1
15902,5,8,6,6,6,9,6,5,4,7,9,7,3,8,8,4,18321,0,1
15903,5,9,4,4,2,8,7,4,4,10,5,10,3,8,7,10,17272,1,1
15904,2,4,2,3,1,5,4,5,7,2,2,4,1,7,1,6,481,1,3
15905,2,5,3,4,2,6,7,5,5,9,7,10,2,9,4,9,10045,1,1
15906,7,9,10,7,6,9,6,3,6,10,5,7,3,8,3,8,15017,1,1
15907,6,10,6,8,4,2,11,2,3,10,11,8,2,10,1,8,11849,1,1
15908,5,9,5,6,3,3,10,2,6,10,12,7,2,11,2,5,15469,0,1
15909,5,6,5,4,2,6,10,2,9,11,9,4,1,10,3,4,15425,0,1
15910,7,11,8,6,3,9,7,2,4,13,5,8,6,8,0,8,16981,0,1
15911,0,0,1,1,0,5,7,5,7,7,6,12,0,8,6,10,12403,1,1
15912,3,4,4,5,3,8,8,6,2,5,7,10,3,9,5,10,13323,1,1
15913,4,9,5,7,3,4,8,6,7,7,8,15,1,8,4,10,12764,0,1
15914,7,11,8,8,6,5,8,1,8,8,9,5,5,11,7,4,17236,0,1
15915,4,9,6,7,3,5,9,2,6,15,7,8,1,7,1,7,16652,0,6
15916,3,4,5,3,3,8,7,6,6,9,5,6,3,8,4,9,12193,0,1
15917,4,9,5,7,5,5,6,3,6,6,6,10,3,8,5,10,17159,0,1
15918,3,6,5,4,2,9,7,1,6,14,4,6,0,8,0,8,16850,0,6
15919,4,6,5,4,3,6,11,3,5,13,6,4,2,10,2,7,14582,1,1
15920,5,10,5,7,3,7,5,15,2,7,9,8,3,8,0,8,14331,0,2
15921,2,1,4,3,2,8,1,2,2,8,2,8,3,6,3,7,1683,0,4
15922,5,9,6,7,3,9,5,4,6,15,5,11,1,6,0,7,14952,1,6
15923,6,10,8,8,8,7,7,5,3,7,6,9,5,8,9,8,12893,1,1
15924,3,8,4,6,3,8,7,13,1,7,7,8,3,8,0,8,14291,1,2
15925,4,9,6,7,3,7,9,6,7,6,10,9,3,9,1,8,16763,1,1
15926,2,1,2,2,1,6,8,6,7,8,7,13,1,9,3,10,14571,0,1
15927,4,10,6,8,3,7,6,8,8,6,6,9,2,8,6,11,13855,1,1
15928,4,8,6,7,6,7,8,2,4,7,8,8,5,8,5,6,16876,1,1
15929,3,9,5,6,3,6,3,2,3,5,2,8,2,6,3,6,4450,1,4
15930,7,10,7,5,3,10,4,4,5,11,3,8,5,7,5,11,15817,1,1
15931,2,3,4,2,2,7,7,2,8,11,6,9,2,8,4,8,9413,1,1
15932,4,9,6,7,3,7,6,4,6,15,7,11,1,6,1,7,14873,1,6
15933,5,9,7,7,5,4,9,3,4,9,10,9,6,7,1,8,16753,1,1
15934,4,9,5,6,3,6,9,5,8,11,8,7,2,9,5,5,16531,1,1
15935,1,0,1,1,1,6,7,8,5,6,6,6,2,8,3,8,3910,0,1
15936,4,10,6,7,6,8,8,5,5,9,5,7,4,7,5,10,15441,1,1
15937,3,6,5,4,2,7,11,1,7,7,11,8,1,11,2,8,14519,1,1
15938,6,7,6,5,4,7,10,2,7,11,9,5,3,11,4,4,16306,0,1
15939,6,8,8,6,7,9,8,3,7,9,3,8,4,5,4,11,16077,0,1
15940,5,11,8,8,12,9,5,2,1,8,4,8,11,7,3,6,16996,0,1
15941,4,9,5,7,2,7,5,13,5,7,14,8,3,9,0,8,7418,1,18
15942,7,11,6,6,3,7,6,4,6,4,8,6,6,7,3,6,18271,0,1
15943,3,7,4,5,4,6,6,7,6,6,7,9,3,9,3,8,13682,0,1
15944,2,5,3,4,2,6,5,1,8,7,2,10,0,7,3,8,5008,0,3
15945,2,1,2,2,2,7,7,5,5,6,5,7,2,7,4,8,3007,0,1
15946,3,7,4,5,2,8,6,2,7,7,6,7,0,9,4,7,13038,0,20
15947,4,10,6,8,6,7,7,5,8,7,7,9,3,8,6,9,13785,1,1
15948,6,8,6,6,4,5,11,3,3,9,8,7,7,11,2,6,15231,1,1
15949,3,8,6,6,5,8,8,4,5,9,6,4,5,10,4,6,17690,0,1
15950,2,4,4,3,2,7,8,2,9,11,6,8,1,8,5,7,9296,1,1
15951,4,10,5,7,2,8,7,2,7,15,5,8,0,7,1,7,14849,1,6
15952,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,6654,1,8
15953,4,11,6,9,4,5,4,6,7,2,2,5,1,6,1,5,15522,0,3
15954,5,9,7,7,6,5,7,1,6,9,8,10,3,8,3,8,16268,0,1
15955,5,8,7,6,5,8,7,2,9,11,5,8,1,7,6,8,15198,1,1
15956,6,11,9,9,8,10,6,3,6,10,3,7,6,8,5,10,10158,1,1
15957,8,9,11,8,9,6,4,4,6,5,4,7,4,6,6,7,19302,0,1
15958,3,6,4,4,4,8,6,7,3,8,6,7,4,6,7,8,14904,0,1
15959,4,6,5,4,3,9,6,2,9,11,4,9,1,7,6,10,16138,0,1
15960,8,11,8,8,7,6,11,3,7,11,9,5,5,11,4,3,12766,0,1
15961,5,10,6,8,7,8,5,7,3,8,6,8,6,5,6,10,17171,0,1
15962,5,10,7,7,8,6,8,4,6,7,6,9,5,8,5,6,16059,1,1
15963,3,7,5,5,7,10,8,4,5,7,6,6,4,7,7,5,16805,0,1
15964,3,5,4,7,4,8,5,6,3,9,5,11,3,8,4,8,17173,0,1
15965,5,11,6,8,5,7,8,8,6,5,6,12,4,7,4,7,15585,0,1
15966,2,2,3,2,2,8,8,5,2,8,7,9,2,9,3,8,9289,0,1
15967,4,8,5,6,4,5,8,3,7,11,8,9,3,8,4,7,15101,1,1
15968,6,10,8,8,5,8,10,9,6,8,8,5,5,8,5,9,14236,0,1
15969,5,10,7,8,6,7,11,6,3,11,5,3,2,11,3,9,13757,1,1
15970,2,3,3,1,1,8,7,7,5,7,6,8,2,8,3,8,6170,0,1
15971,6,10,6,7,3,3,11,3,4,10,12,8,2,10,1,8,9733,1,1
15972,2,1,2,3,1,4,4,4,6,2,2,6,0,7,1,6,363,0,3
15973,6,11,6,8,3,3,10,2,7,11,12,6,2,11,3,5,11805,1,1
15974,2,4,4,3,1,8,6,3,6,14,6,10,0,7,0,7,13035,1,6
15975,5,9,7,6,8,8,8,5,2,6,6,9,7,8,6,11,14792,1,1
15976,3,10,4,7,2,7,8,0,8,13,6,7,0,8,1,7,13157,1,6
15977,2,4,4,2,2,8,9,4,3,12,4,4,1,10,2,9,11301,1,1
15978,5,5,5,8,3,3,8,6,12,7,5,15,0,8,7,6,14998,0,11
15979,5,9,7,7,7,6,6,3,7,6,6,9,7,8,5,9,16710,0,1
15980,8,15,8,8,6,8,6,3,5,9,4,8,6,8,6,7,11369,1,1
15981,6,9,6,4,3,8,7,2,8,9,6,8,4,9,4,8,17280,0,1
15982,3,9,4,7,4,8,7,7,5,7,5,6,2,8,8,8,15393,1,1
15983,2,5,3,3,2,7,7,6,6,7,6,4,2,8,3,7,5192,0,1
15984,3,7,5,5,4,7,4,7,4,7,5,10,2,8,3,9,14804,0,1
15985,5,10,6,8,4,8,7,6,12,7,6,7,1,8,8,8,13898,0,1
15986,5,5,7,7,6,7,5,4,2,7,5,6,5,8,8,8,17895,0,1
15987,3,7,5,5,4,7,8,7,6,7,5,6,2,8,7,10,14695,1,1
15988,4,6,5,7,5,8,8,5,7,7,5,8,3,9,9,8,16714,0,1
15989,5,8,7,6,7,8,8,7,4,8,5,6,4,7,7,11,16055,0,1
15990,4,5,5,3,2,6,11,2,8,11,9,5,3,9,3,4,15785,0,1
15991,3,7,4,5,3,5,5,2,8,3,2,7,0,7,1,5,3965,1,3
15992,3,7,4,5,3,4,12,4,5,11,9,3,0,10,4,7,17456,0,1
15993,8,11,8,8,6,3,8,5,8,10,8,10,5,10,4,4,12250,0,1
15994,3,7,5,5,4,8,7,7,5,6,7,9,5,8,3,7,14495,1,1
15995,4,10,6,7,4,11,6,3,7,11,3,7,4,7,4,9,15186,1,1
15996,3,6,4,4,4,7,7,5,4,6,5,7,3,8,5,7,7540,1,1
15997,4,5,5,4,3,6,6,6,6,6,6,9,2,9,4,8,10638,1,1
15998,4,11,6,8,6,9,11,3,7,5,12,8,2,12,1,9,9511,0,1
15999,4,4,4,5,2,7,6,15,1,7,8,8,3,8,0,8,16726,0,2
16000,5,10,6,8,6,5,10,3,7,10,9,6,4,10,4,7,14815,0,1
16001,1,0,2,1,0,7,14,1,4,7,10,8,0,8,0,8,16859,0,7
16002,5,8,7,11,10,9,8,4,3,6,8,7,6,10,6,4,16270,0,1
16003,2,4,3,3,2,9,6,4,5,10,4,5,2,8,2,8,4630,1,1
16004,1,4,2,3,1,10,6,2,5,11,4,9,1,7,1,7,8136,1,6
16005,3,7,4,5,2,5,8,6,7,6,8,13,1,8,4,10,15941,0,1
16006,4,7,6,5,3,9,8,5,1,7,8,8,8,9,0,8,15508,1,1
16007,4,7,5,5,2,5,7,10,9,7,7,6,3,8,4,8,14994,1,1
16008,3,8,3,6,4,5,9,7,3,7,5,8,2,7,5,11,15581,0,1
16009,3,5,4,5,4,6,7,2,5,8,7,10,2,10,7,8,16873,0,1
16010,3,4,3,6,2,3,7,6,10,7,6,14,0,8,7,8,15003,1,11
16011,4,8,5,6,5,7,7,5,8,6,5,9,3,8,6,9,14690,1,1
16012,3,8,4,6,3,8,7,6,10,6,6,8,1,8,8,7,15513,1,1
16013,4,7,6,5,4,7,8,5,7,7,4,7,3,6,5,8,13845,0,1
16014,6,8,8,6,5,7,11,7,3,9,5,3,3,11,4,8,17665,0,1
16015,2,6,3,4,3,7,6,8,5,6,7,7,2,9,7,9,13932,0,1
16016,4,10,6,7,1,6,10,3,2,8,13,8,1,11,0,8,12939,0,1
16017,5,9,6,7,5,7,7,8,8,6,5,4,4,9,4,9,17091,0,1
16018,0,0,1,0,0,12,4,4,3,11,4,10,0,7,0,8,14597,0,6
16019,2,4,3,3,2,10,2,2,2,9,2,9,1,6,2,8,3245,1,4
16020,3,5,4,3,2,4,10,1,7,10,10,5,2,11,3,4,12499,0,1
16021,6,14,6,8,4,11,1,3,3,12,5,13,3,6,5,11,12172,0,1
16022,4,11,4,8,3,5,8,10,8,8,8,5,3,8,4,8,16437,0,1
16023,4,8,5,6,5,7,7,6,4,6,5,6,3,8,6,6,13214,0,1
16024,2,3,4,2,2,8,7,1,7,10,5,8,2,8,2,8,8743,0,1
16025,4,10,4,8,5,5,10,7,4,7,4,9,2,7,5,11,16260,0,1
16026,4,6,6,9,3,8,9,7,6,6,9,9,4,7,6,10,16274,0,1
16027,3,3,4,5,2,7,7,9,6,7,7,7,3,8,4,8,13551,0,1
16028,8,11,11,8,8,6,6,3,5,9,8,9,8,6,2,8,13091,1,1
16029,1,3,2,2,1,8,7,3,5,10,5,7,2,8,4,9,7197,0,1
16030,6,9,8,8,8,7,6,5,7,7,5,9,6,5,9,4,17981,0,1
16031,4,9,5,7,2,8,7,9,8,7,6,9,3,8,4,8,13762,1,1
16032,4,7,6,5,3,7,7,2,9,12,6,9,1,9,6,8,13560,1,1
16033,4,6,4,4,2,2,11,4,3,12,11,8,2,11,1,7,15753,0,1
16034,3,3,6,2,3,8,5,3,4,10,7,9,7,5,2,8,13607,1,1
16035,2,7,3,5,2,5,10,2,2,8,12,8,1,11,0,8,16215,0,1
16036,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,3811,1,8
16037,5,11,6,8,5,5,7,6,5,8,7,12,4,7,5,8,15386,0,1
16038,2,7,3,5,2,6,13,0,5,8,10,8,0,8,0,8,15841,1,7
16039,5,9,7,8,6,6,6,5,5,7,4,7,4,8,6,7,16818,1,1
16040,6,9,5,4,4,9,7,3,5,10,5,7,6,6,7,9,17501,0,1
16041,3,4,5,2,1,3,13,4,2,11,11,7,2,10,1,7,15504,0,1
16042,6,11,8,8,8,8,7,7,7,7,6,6,3,8,8,11,10794,0,1
16043,3,7,3,5,1,0,1,6,6,0,0,6,0,8,0,8,642,1,3
16044,4,11,7,8,3,7,4,3,2,7,1,8,3,6,3,8,13433,1,4
16045,7,9,10,7,6,4,7,3,5,10,10,10,8,5,2,7,15600,1,1
16046,3,8,4,6,2,7,7,14,2,5,6,8,6,8,0,8,13219,1,2
16047,6,10,8,8,5,6,6,7,8,6,5,10,2,9,4,8,15673,0,1
16048,4,7,5,5,3,5,8,7,7,8,8,14,1,10,4,10,12602,1,1
16049,2,4,4,3,2,6,8,3,9,11,8,9,2,8,4,6,13635,0,1
16050,5,11,7,8,5,5,6,6,7,6,5,9,4,9,4,7,17272,0,1
16051,7,14,7,8,5,8,9,4,4,12,5,4,4,11,6,6,11565,1,1
16052,5,11,4,8,3,7,11,3,4,13,4,4,1,7,5,6,18613,0,1
16053,6,11,9,8,11,8,5,5,3,8,7,8,6,9,5,9,12623,0,1
16054,2,1,3,2,2,7,7,5,9,6,6,8,1,8,7,8,8567,1,1
16055,5,4,5,6,2,4,8,8,2,7,5,11,4,8,2,11,16996,0,15
16056,8,10,11,8,9,8,7,2,6,10,5,8,3,8,3,8,12059,0,1
16057,6,8,8,10,7,11,6,4,5,9,3,7,3,6,6,8,17405,0,1
16058,6,11,6,8,2,3,12,5,6,13,12,6,2,11,2,6,9269,0,1
16059,5,5,5,7,4,6,7,9,6,7,6,6,2,8,9,10,16371,0,1
16060,5,10,7,8,3,8,8,1,8,14,4,6,1,9,1,8,14792,0,1
16061,2,0,2,1,1,6,10,7,2,7,5,8,2,7,4,10,8106,1,1
16062,9,12,9,6,5,4,7,2,4,7,10,8,10,10,2,5,16026,0,1
16063,6,9,8,7,5,6,11,7,3,11,5,3,2,10,4,8,15451,1,1
16064,4,7,6,5,3,7,12,4,5,14,5,1,0,10,3,8,17071,0,1
16065,4,8,5,6,6,6,7,5,7,7,6,10,3,8,5,9,15494,1,1
16066,5,9,6,7,3,8,4,5,6,15,7,14,1,6,1,7,14355,0,6
16067,3,5,6,3,3,5,8,2,9,11,7,9,2,8,4,8,14450,0,1
16068,8,15,7,8,6,8,5,4,3,8,6,8,4,9,8,8,13435,0,1
16069,3,5,4,6,3,8,6,6,4,9,6,9,3,9,4,8,14172,0,1
16070,2,6,2,4,1,1,11,3,6,11,11,9,0,8,1,6,17547,0,10
16071,4,7,6,5,4,9,7,2,7,11,5,8,3,9,4,11,14796,0,1
16072,2,3,4,2,2,7,7,2,7,11,7,9,2,8,4,8,10112,1,1
16073,3,7,4,5,2,8,7,5,9,5,6,8,0,8,9,7,14543,1,1
16074,3,3,4,2,1,4,11,2,7,11,10,5,1,11,2,5,11405,1,1
16075,5,9,6,7,5,7,9,4,6,6,4,8,4,5,6,9,16922,0,1
16076,3,8,4,6,3,8,8,7,7,8,5,6,2,8,9,8,16168,0,1
16077,5,5,7,4,5,8,6,6,5,7,7,8,9,6,3,7,17327,0,1
16078,3,3,4,2,1,7,9,6,7,7,10,9,3,10,1,8,13929,1,1
16079,3,4,5,3,3,7,7,5,6,10,6,6,3,8,3,9,12001,0,1
16080,3,8,4,6,2,0,2,4,6,1,0,7,0,8,0,8,1770,0,3
16081,3,7,5,5,4,7,8,8,5,5,6,11,3,8,5,6,16775,0,1
16082,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,3811,1,8
16083,4,10,4,7,2,4,8,9,2,6,3,11,4,8,2,11,17454,0,15
16084,4,7,5,5,5,8,6,6,7,6,6,6,2,8,7,10,15520,0,1
16085,2,6,4,4,5,7,9,5,2,7,6,7,5,6,6,6,13445,0,1
16086,1,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8,5351,1,21
16087,5,7,7,5,5,8,7,3,6,10,6,9,3,8,3,8,15142,1,1
16088,2,1,3,2,1,7,6,10,1,7,9,8,7,6,0,8,11675,0,21
16089,5,9,4,4,3,7,10,3,4,9,7,9,3,8,6,10,18191,0,1
16090,5,11,7,8,8,7,7,6,6,6,6,5,6,8,3,7,16423,1,1
16091,7,11,9,8,10,8,7,6,3,6,8,8,6,8,5,7,13255,0,1
16092,3,9,5,6,3,7,9,1,6,6,11,8,2,11,2,7,16714,0,1
16093,6,8,6,6,6,4,9,2,3,9,8,8,7,11,2,6,15573,1,1
16094,3,7,5,5,2,10,11,2,2,5,12,8,1,11,0,8,15169,1,1
16095,3,8,4,6,2,9,5,4,5,15,6,12,1,6,1,7,16239,1,6
16096,2,4,3,2,2,7,7,7,4,9,6,8,2,8,3,8,6029,1,1
16097,5,8,7,6,4,8,7,2,9,12,5,8,2,8,6,8,13698,1,1
16098,7,13,6,7,3,7,4,3,6,11,4,13,2,7,6,8,15853,0,1
16099,8,15,6,8,4,8,3,3,2,7,4,11,5,5,4,7,19018,0,1
16100,6,10,6,7,4,9,6,8,6,9,4,7,3,8,4,8,16110,0,1
16101,5,10,7,7,6,7,6,3,5,6,6,8,3,9,9,9,15861,1,1
16102,2,3,3,5,1,11,2,10,3,13,8,13,1,6,0,8,17859,0,13
16103,4,8,6,6,4,6,10,3,7,10,9,5,2,10,4,5,15777,1,1
16104,6,8,8,7,7,6,7,3,5,7,8,10,8,11,4,7,15772,0,1
